Abstract_id,Abstract
316,"Extremely U-depleted (<1 ppm) zircons from H8 banded ores in the East Orebody of the Bayan Obo REE–Nb–Fe deposit are presented, with mineral compositions, textures, 232Th–208Pb SHRIMP ages and petrological context. Cores of East Orebody zircon contain up to 7 wt% HfO2 and are zoned, depicting bipyramidal crystal forms. A distinct generation of patchy, epitaxial rim zircon, similarly depleted in U, is intergrown with rare earth ore minerals (bastnäsite, parisite, monazite). Overprinting aegirine textures indicate paragenetically late, reactive Na-rich fluids. Chondrite-normalized REE patterns without Eu anomalies match closely with those from the Mud Tank and Kovdor carbonatitic zircons. Increased HREE in rims ((Lu/Gd)N 43–112) relative to cores ((Lu/Gd)N 6–7.5) and the localized presence of xenotime are attributable to reactive, mineralizing fluid compositions enriched in Y, REE and P. Cathodoluminescence further reveals HREE fractionation in rims, evidenced by a narrow-band Er3+ emission at 405 nm. The extreme depletion of U in core and rim zircon is characteristic for this mineral deposit and is indicative of a persistent common source. U depletion is also a characteristic for zircons from carbonatitic or kimberlitic systems. 232Th–208Pb (SHRIMP II) geochronological data reveal the age of zircon cores as 1,325 ± 60 Ma and a rim-alteration event as 455.6 ± 28.27 Ma. The combined findings are consistent with a protolithic igneous origin for zircon cores, from a period of intrusive, alkaline–carbonatitic magmatism. Fluid processes responsible for the REE–Nb mineralizations affected zircon rim growth and degradation during the widely reported Caledonian events, providing a new example in a localized context of HREE enrichment processes."
351,"Abstract Studies of Mesozoic granites associated with rare earth element (REE)‐rich weathered crust deposits in southernmost Jiangxi Province indicate that they have high‐K to shoshonite compositions and belong to ilmenite‐series I‐type granites. Of the studied rocks at 59–292 ppm of bulk REE content, the highest are seen in the biotite granites of Dingnan (358, 429 ppm) and mafic biotite granite of the Wuliting Granite (344 ppm) near the Dajishan tungsten mine, both areas where weathered‐crust REE deposits occur. REE‐bearing accessory minerals in these granites are mainly zircon, apatite and allanite, and REE‐fluorocarbonates are common. REE enrichment occurs in the rims of apatite crystals, and in fluorocarbonates that occur along grain boundaries of and cracks in major silicate minerals, and in fluorocarbonates that replaced altered biotite. It is therefore thought that a major part of the REE content of these granites was concentrated during deuteric activity, rather than during magmatic crystallization. The crack‐filling REE‐fluorocarbonates could subsequently have been easily leached out and deposited in weathered crust developed during a long period of exposure."
361,"The rare earth elements (REE), comprising 15 elements of the lanthanum series (La-Lu) together with yttrium (Y) and scandium (Sc), have become of particular interest because of their use, for example, in modern communications, renewable energy generation, and the electrification of transport. However, the security of supply of REE is considered to be at risk due to the limited number of sources, with dependence largely on one supplier that produced approximately 63% of all REE in 2019. As a result, there is a growing need to diversify supply. This has resulted in the drive to seek new resources elsewhere, and particularly on the deep-ocean floor. Here, we give a summary of REE distribution in minerals, versatile applications, and an update of their economic value. We present the most typical onshore methods for the determination of REE and examine methods for their offshore exploration in near real time. The motivation for this comes from recent studies over the past decade that showed ΣREE concentrations as high as 22,000 ppm in ocean-floor sediments in the Pacific Ocean. The ocean-floor sediments are evaluated in terms of their potential as resources of REE, while the likely economic cost and environmental impacts of deep-sea mining these are also considered."
375,"Palaeocene (c. 55–58 Ma) adakitic andesites from the Yanji area, NE China, are typically clinopyroxene-bearing sodic andesites containing 60· 9–62· 2% SiO2 and 4· 02–4· 36% MgO, with high Mg-number [100 Mg/(Mg + ΣFe) atomic ratio] from 65· 5 to 70· 1. Whole-rock geochemical features include high Cr (128–161 ppm) and Ni (86–117 ppm) concentrations, extremely high Sr (2013–2282 ppm), low Y (10–11 ppm) and heavy rare earth elements (HREE; e.g. Yb = 0· 79–1· 01 ppm), and mid-ocean ridge basalt (MORB)-like Sr–Nd–Pb isotopic compositions [e.g. 87Sr/ 86Sr(i) = 0· 70298–0· 70316, εNd(t) = +3· 8 to +6· 3 and 206Pb/ 204Pb = 17· 98 – 18· 06], analogous to high-Mg adakites occurring in modern subduction zones. However, mineralogical evidence from clinopyroxene phenocrysts and microcrystalline plagioclase clearly points to magma mixing during magma evolution. Iron-rich clinopyroxene (augite) cores with low Sr, high Y and heavy REE contents, slightly fractionated REE patterns and large negative Eu anomalies probably crystallized along with low-Ca plagioclase from a lower crustal felsic magma. In contrast, high Mg-number clinopyroxene (diopside and endiopside) mantles and rims have higher Sr and lower HREE and Y concentrations, highly fractionated REE patterns (high La/Yb) and negligible Eu anomalies, similar to those found in adakites from subduction zones. The Yanji adakitic andesites can be interpreted as a mixture between a crust-derived magma having low Mg-number and Sr, and high Y and HREE, and a mantle-derived high Mg-number adakite having high Sr and low Y and HREE concentrations. During storage and/or ascent, the mixed magma experienced further crustal contamination to capture zircons, of a range of ages, from the wall rocks. The absence of coeval arc magmatism and an extensional tectonic regime in the Yanji area and surrounding regions suggest that these Palaeocene adakitic andesites were formed during post-subduction extension that followed the late Cretaceous Izanagi–Farallon ridge subduction. Generation of these adakitic andesites does not require contemporaneous subduction of a young, hot oceanic ridge or delamination of eclogitic lower crust as suggested by previous models."
385,"Abstract Weathered crust of granitic rocks of two geochemically similar plutons that differ in age of magmatism were investigated in the Philippines. These are the Cretaceous Daroctan Granite and the Middle Miocene Kapoas Granitoid located in Palawan Island, a part of the Palawan Continental Block derived from the continental margin of southeastern Eurasia. Both plutons are composed of biotite granodiorite and biotite granite and are geochemically characterized as ilmenite series, high‐K calc‐alkaline, intermediate I‐ and S‐types, and peraluminous. Light rare earth element (LREE) content of the weathered granitic crusts in the Kapoas Granitoid is higher than that in the Daroctan Granite, and LREE are enriched in the Daroctan Granite compared to the parent granitic rocks. In both plutons, the residual REE‐bearing minerals are mostly monazite. Allanite is only present in the Kapoas Granitoid while the Daroctan Granite contains xenotime. The Kapoas Granitoid pluton shows potential for placer‐type LREE deposit as observed in the elevated LREE content of the stream and beach sediments containing La, Ce, Nd and Sm up to &gt;10,000 ppm. Sequential leaching extraction of REE using eight reagents which selectively dissolved REE with different mode of occurrence (i.e. water soluble, ion‐exchangeable salts, Pb‐displaceable, acid soluble, Mn‐oxide occluded, organically‐bound, amorphous Fe‐oxide occluded, and crystalline Fe‐oxide occluded forms), show that the Daroctan Granite has a potential for ion‐adsorption type REE resource with proportion of extracted REE ranging from 53 to 74 % among ΣREE. Formation of secondary REE‐bearing minerals, such as cerianite formed on the surface of clay minerals, results in enrichment of REE."
443,"The Devonian (ca. 385–360 Ma) Kola Alkaline Province includes 22 plutonic ultrabasic–alkaline complexes, some of which also contain carbonatites and rarely phoscorites. The latter are composite silicate–oxide–phosphate–carbonate rocks, occurring in close space-time genetic relations with various carbonatites. Several carbonatites types are recognized at Kola, including abundant calcite carbonatites (early- and late-stage), with subordinate amounts of late-stage dolomite carbonatites, and rarely magnesite, siderite and rhodochrosite carbonatites. In phoscorites and early-stage carbonatites the rare earth elements (REE) are distributed among the major minerals including calcite (up to 490 ppm), apatite (up to 4400 ppm in Kovdor and 3.5 wt.% REE2O3 in Khibina), and dolomite (up to 77 ppm), as well as accessory pyrochlore (up to 9.1 wt.% REE2O3) and zirconolite (up to 17.8 wt.% REE2O3). Late-stage carbonatites, at some localities, are strongly enriched in REE (up to 5.2 wt.% REE2O3 in Khibina) and the REE are major components in diverse major and minor minerals such as burbankite, carbocernaite, Ca- and Ba-fluocarbonates, ancylite and others. The rare earth minerals form two distinct mineral assemblages: primary (crystallized from a melt or carbohydrothermal fluid) and secondary (formed during metasomatic replacement). Stable (C–O) and radiogenic (Sr–Nd) isotopes data indicate that the REE minerals and their host calcite and/or dolomite have crystallized from a melt derived from the same mantle source and are co-genetic."
444,"Increasing rare earth element (REE) supplies by recycling and expanded ore processing will result in generation of new wastewaters. In some cases, disposal to a sewage treatment plant may be favored, but plant performance must be maintained. To assess the potential effects of such wastewaters on biological treatment, model nitrifying organisms Nitrosomonas europaea and Nitrobacter winogradskyi were exposed to simulated wastewaters containing varying levels of yttrium or europium (10, 50, and 100 ppm), and the extractant tributyl phosphate (TBP, at 0.1 g/L). Y and Eu additions at 50 and 100 ppm inhibited N. europaea, even when virtually all of the REE was insoluble. Provision of TBP with Eu increased N. europaea inhibition, although TBP alone did not substantially alter activity. For N. winogradskyi cultures, Eu or Y additions at all tested levels induced significant inhibition, and nitrification shut down completely with TBP addition. REE solubility was calculated using the previously developed MSE (Mixed-Solvent Electrolyte) thermodynamic model. The model calculations reveal a strong pH dependence of solubility, typically controlled by the precipitation of REE hydroxides but also likely affected by the formation of unknown phosphate phases, which determined aqueous concentrations experienced by the microorganisms."
456,"The study area of Gabal El Sela at Halaib environ is located at about 20 km west of Abu Ramad City, Egypt. An uraniferous ore material associated with REE was subjected to sulphuric acid leaching for the extraction of uranium mainly and REEs as a by-product. 93.9% of U and 60% of REEs content were leached using −0.5 mm ground ore with 100 g/l sulfuric acid, acid/ore ratio of 2.0 and agitate for 6 h at 40 °C. After uranium extraction, effluent solutions containing 135 ppm rare earths were treated with 30% ammonium hydroxide to pH of 9.3 to enhance the rare earth elements concentration. The precipitated cake was filtered then dried at 110 °C. The dried cake containing 16.2% rare earth elements was dissolved by hydrochloric acid at pH 1.0. The rare earths precipitated cakes of 36.9, 45.7 and 48.7% REEs were recovered successfully from the chloride leach liquor of 900 ppm rare earths by using 5% v/v from 50% HF, 6% wt/v oxalic acid and 4.8% wt/v oxalic acid to chloride solution with heating for one hour which respectively. 73.5% REEs precipitated cake was achieved by double precipitation, firstly by hydrofluoric acid followed by oxalic acid precipitation."
473,"Post-collisional (25-8 Ma) ultrapotassic mafic magmatic rocks occur to the north of the India-Asia collision zone within the Lhasa terrane of the southern Tibetan Plateau, forming a near 1000 km long semi-continuous igneous belt. They include both extrusive and intrusive facies, although lava flows dominate. To understand their petrogenesis, the mineral chemistry of olivine phenocrysts and xenocrysts and whole-rock major and trace element and Sr-Nd-Pb isotope data are presented for the most primitive mafic magmatic rocks (MgO > 6 wt %) from west to east. The studied samples are characterized by high MgO (628-1575 wt %), K 2 O (476-889 wt %), SiO 2 (4644-5974 wt %), Ba (1368-14076 ppm), Th (69-336 ppm) and Ni (106-527 ppm) contents. Chondrite-normalized rare earth element (REE) patterns show enrichment in light rare earth elements (LREE), flat heavy REE (HREE) patterns and negative Eu anomalies. These REE patterns have a very distinctive inverted 'spoon shape', which appears to be a common characteristic of collision-related ultrapotassic magmas. Primitive mantle-normalized incompatible trace element patterns exhibit strong enrichments in large ion lithophile elements (LILE) relative to high field strength elements (HFSE) and strong negative Ta-Nb-Ti anomalies, which are typical of subduction-related magmas. The ultrapotassic magmatic rocks studied have extremely radiogenic initial Sr isotopic compositions (0712379-0737616) and low ( 143 Nd/ 144 Nd) i (0511662-0511984). Combined with their Pb isotope compositions [( 206 Pb/ 204 Pb) i 1830-1892; ( 207 Pb/ 204 Pb) i 1565-1587; ( 208 Pb/ 204 Pb) i 3902-3976] these data are consistent with the involvement of a subducted continental crustal component in their petrogenesis. The Sr-Nd-Pb isotope compositions exhibit linear trends between depleted mid-ocean ridge basalt (MORB)-source mantle (DMM) and Indian continental crust. The extreme enrichment of the upper mantle below south Tibet is considered to result from the addition of components derived from subducted Indian continental crust to the overlying mantle wedge during northward underthrusting of Indian continental lithosphere beneath the Lhasa terrane since India-Asia collision at $55 Ma. The post-collisional K-rich mafic magmas in south Tibet were generated by partial melting of pyroxenite in a mantle source region that was created by reaction of hydrous fluids and siliceous melts from subducted granulite-eclogite-facies Indian continental crustal rocks with the surrounding peridotitic mantle. A continuous process from slab roll-back, through"
484,"Recovery of rare earth elements (REEs) from coal samples collected from the Fire Clay coal seam using diluted mineral acid solutions was investigated. The initial processing step was coal recovery using conventional froth flotation which concentrated the REEs in tailing material resulting in an upgrade to values around 700 ppm on a dry whole mass basis. Leaching experiments were performed on the flotation tailings material using a 1.2 M sulfuric acid solution adjusted to a temperature of 75 °C to study the extractability of REEs from coal material. The effect of particle size, leaching time, leaching temperature, and solid concentration on REE leaching recovery were evaluated. The kinetic data obtained from leaching over a range of temperatures suggested that the leaching process follows the shrinking core model with possibly a mixed control mechanism that may be a result of several heterogenous materials leaching simultaneously. Leaching recovery increased rapidly at the beginning of the reaction then slowed as the system reached equilibrium. The apparent activation energy determined from test data obtained over a range of temperatures using 1 M sulfuric acid was 36 kJ/mol for the first 20 min of reaction time and 27 kJ/mol for the leaching period between 20 and 120 min. The leaching of light REEs during the initial stage was determined to be driven by a chemical reaction, followed by the formation of a product layer, which required lower activation energy in the later stage of leaching. In regards to the heavy REEs, the major mechanism for leaching is desorption and the product layer formation does not affect the heavy REEs significantly."
490,"The characterization and leaching mechanism of REEs from phosphogypsum (PG) in HCl was studied in-depth. REEs contained in the PG were 208 ppm, of which Y, La, Ce, and Nd were the four most abundant elements. The modes of occurrence of rare earth elements (REEs) in the PG were quantified using the sequential chemical extraction (SCE) method. Among the five REE occurrence species, the metal oxide form accounted for the largest proportion, followed by the residual, organic matter, and ion-exchangeable fractions, and REEs bound to carbonates were the least. From the comparison of the distributions of REEs and calcium in different occurrence states, it can be determined that REEs contained in the PG were mainly present in the residue state (existed in the gypsum lattice) and the metal oxide state (easily leached). The leaching results show that the suitable leaching conditions were acid concentration of 1.65 mol/L, S/L ratio of 1/10, and reaction temperature of 60 °C. At the condition, the maximum leaching efficiency for ∑REE was 65.6%, of which the yttrium leaching rate was the highest and reached 73.8%. Importantly, A new kinetic equation based on the cylindrical shrinking core model (SCM) was deduced and could well describe REE leaching process from PG. The apparent activation energy for ∑REE leaching was determined to be 20.65 kJ·mol−1."
546,"REE metals are a vital yet scarce resource which play a particularly significant role in developed countries and their technologically advanced economies. Disturbances in the international mineral commodities market for REE’s caused by the Chinese supply monopoly force industrialized countries to launch intensive programs to discover new sources of these elements (even considering post-processing tailings). This paper discusses the mineral composition of tailings obtained in cassiterite extraction on Bangka Island. The analyzed tailing samples contain up to 21.23%wmonazite, up to 17.55%w xenotime (Sungkap, Bangka), as well as zircon, ilmenite, anatase, rutile, pseurorutile, and cassiterite. Aside fromREE’s, niobiumand tantalumwere identified in slag formed during tin smelting. The authors estimate that annually a minimum of 10,000 tons of minerals containing REE’s (both LREE’s-monazite and HREE’s-xenotime) can be further processed."
562,"The major, trace and REE geochemistry of glauconites (as members of the trioctahedral micas) from the early Cretaceous Kurnub Group of Jordan are discussed. The investigated glauconites, with 7.1 to 9.2% K2O, are ranked as evolved to highly evolved as defined by Odin and Matter (1981). Al2O3 contents show a significant inverse relationship with K2O and Fe2O3. The trace element contents show a broad range of variation in contrast to the major elements and a consistent relationship with major elements is lacking. The studied glauconites show a very wide range in the total amount of REE (ΣREE = 4.5 to 564.5 ppm). Two distinct groups have been differentiated accordingly: I. REE-poor group with ΣREE < 15 ppm and with a weak to moderate LREE/HREE fractionation (1.2 to 8.2); II. REE- rich group with ΣREE up to 565 ppm and with moderately to highly fractionated chondrite-normalized patterns (LREE/HREE ratios 3.5 to 64). The group I glauconites are set in an arenaceous (detrital quartz) dolomitic matrix while group II glauconites are embedded in a mudstone or marlstone or has an argillaceous matrix. The REE abundances are therefore lithologically rather than regionally controlled. When normalized to NASC the investigated glauconites display the distinctive hat-shaped pattern reported for other authigenic minerals of marine origin. The calculated Cc anomaly indicates the formation of glauconites at the boundary between oxic and anoxic environment near the sediment water interface."
582,"The Weishan carbonatite-related rare earth element (REE) deposit in China contains both high- and low-grade REE mineralization and is an informative case study for the investigation of magmatic–hydrothermal REE enrichment processes in such deposits. The main REE-bearing mineral is bastnäsite, with lesser parisite and monazite. REE mineralization occurred at a late stage of hydrothermal evolution and was followed by a sulfide stage. Barite, calcite, and strontianite appear homogeneous in back-scattered electron images and have high REE contents of 103–217, 146–13,120, and 194–16,412 ppm in their mineral lattices, respectively. Two enrichment processes were necessary for the formation of the Weishan deposit: Production of mineralized carbonatite and subsequent enrichment by magmatic–hydrothermal processes. The geological setting and petrographic characteristics of the Weishan deposit indicate that two main factors facilitated REE enrichment: (1) fractures that facilitated circulation of ore-forming fluids and provided space for REE precipitation and (2) high ore fluorite and barite contents resulting in high F− and SO42− concentrations in the ore-forming fluids that promoted REE transport and deposition."
637,"Abstract The Baba Ali skarn deposit, situated 39 km to the northwest of Hamadan (Iran), is the result of a syenitic pluton that intruded and metamorphosed the diorite host rock. Rare earth element (REE) values in the quartz syenite and diorite range between 35.4 and 560 ppm. Although the distribution pattern of REEs is more and less flat and smooth, light REEs (LREEs) in general show higher concentrations than heavy REEs (HREEs) in different lithounits. The skarn zone reveals the highest REE-enriched pattern, while the ore zone shows the maximum depletion pattern. A comparison of the concentration variations of LREEs (La–Nd), middle REEs (MREEs; Sm–Ho) and HREEs (Er–Lu) of the ore zone samples to the other zones elucidates two important points for the distribution of REEs: 1) the distribution patterns of LREEs and MREEs show a distinct depletion in the ore zone while representing a great enrichment in the skarn facies neighbouring the ore body border and decreasing towards the altered diorite host rock; 2) HREEs show the same pattern, but in the exoskarn do not reveal any distinct increase as observed for LREEs and MREEs. The ratio of La/Y in the Baba Ali skarn ranges from 0.37 to 2.89. The ore zone has the highest La/Y ratio. In this regard the skarn zones exhibit two distinctive portions: 1) one that has La/Y &gt;1 beingadjacent to the ore body and; 2) another one with La/Y &lt; 1 neighbouring altered diorite. Accordingly, the Baba Ali profile, from the quartz syenite to the middle part of the exoskarn, demonstrates chiefly alkaline conditions of formation, with a gradual change to acidic towards the altered diorite host rocks. Utilising three parameters, Ce/Ce*, Eu/Eu* and (Pr/Yb) n , in different minerals implies that the hydrothermal fluids responsible for epidote and garnet were mostly of magmatic origin and for magnetite, actinolite and phlogopite these were of magmatic origin with low REE concentration or meteoric water involved."
645,"Streszczenie Pierwiastki ziem rzadkich nazywane powszechnie REE (Rare Earth Elements) to grupa 15 lantanowców od lantanu do lutenu, a także skand i itr, które charakteryzują się podobnymi właściwościami chemicznymi. Stanowią surowce uznane przez Unię Europejską za jedne z listy 14 surowców krytycznych, o znaczeniu strategicznym dla rozwoju nowoczesnych wysoko zawansowanych technologii. Światowe wydobycie REE kształtuje się aktualnie na poziomie 139 tys. Mg, a głównym producentem są Chiny, które dostarczają około 93% światowego zapo­trzebowania na surowce ziem rzadkich W związku z sytuacją na światowym rynku metali ziem rzadkich (REE), w ostatnich latach rozpoczęto wiele projektów w celu poszukiwania nowych źródeł REE. W artykule omówiono znaczenie ziem rzadkich w gospodarce światowej. Głównym celem pracy było określenie potencjału i form występowania pierwiastków ziem rzadkich w węglach kamiennych i odpadach z energetycznego wykorzystania węgla, jako alternatywnego źródła ich pozyskania. Na podstawie analizy literatury oraz przeprowadzonych badań własnych wytypowanych próbek polskich węgli kamiennych i popiołów z elektrowni, przedstawiono zawartości pierwiastków ziem rzadkich REE w wybranych węglach i popiołach lotnych z elektrowni na świecie i w Polsce. Średnia zawartość £ REE w węglach na świecie wynosi 60 ppm natomiast w badanych węglach polskich z KWK Jankowice £ REE wynosiła 77 ppm, dla pozostałych węgli uzyskano niższe zawartości od 8 do 40 ppm. Ponadto praca przedstawia perspektywiczne światowe zasoby tych pierwiastków, które mogą stać się ich cennym, alternatywnym źródłem w ciągu najbliższych lat."
648,"Abstract Carbonatite intrusions host the world’s most important light rare earth element (LREE) deposits, and their formation generally requires extraordinary fertile sources, magmatic evolution, and hydrothermal events. However, carbonatitic magma evolution, particularly the role of fractional crystallization and contamination from silicate rocks in REE enrichment, remains enigmatic. The Maoniuping world-class REE deposit in southwestern China, is an ideal target to decipher magmatic evolution and related REE enrichment as it shows continuous textual evolution from medium- to coarse-grained calcite carbonatite (carbonatite I) at depth, to progressively pegmatoidal calcite carbonatite (carbonatite II) at shallow levels. In both types of calcite carbonatites, four generations of calcite can be classified according to petrographic and geochemical characteristics. Early-crystalizing calcite (Cal-I and Cal-II) are found in carbonatite I and exhibit equigranular and a polygonal mosaic textures, while late calcites (Cal-III and Cal-IV) in carbonatite II are large-size oikocrysts (&amp;gt;0.5 mm in length) with strain-induced undulatory extinction and bent twinning lamellae. All these generations of calcite yield similar, near-chondritic, Y/Ho ratios (26.6–28.1) and are inferred to be of magmatic origin. Remarkably, gradual enrichment of MgO, FeO and MnO from Cal-I to Cal-IV is coupled with a significant increase in REE contents (~800 to 2000 ppm), with LREE-rich and gentle-to-steep chondrite-normalized REE patterns ((La/Yb)N = 3.1–26.8 and (La/Sm)N = 0.9–3.9, respectively). Such significant REE enrichment is ascribed to protracted magma fractional crystallization with initial low degree of fractional crystallization (fraction of melt remining (F) = ~0.95) evolving to late stage (F = 0.5–0.6) by formation of abundant calcite cumulates. Differential LREE and HREE behavior during magma evolution largely depend on separation of phlogopite, amphibole, and clinopyroxene from the carbonatitic melt, which is indicated by progressively elevated (La/Yb)N ratios ranging from 3.1 to 26.8. The four generations of calcite have significantly different C and Sr isotopic compositions with δ13CV-PDB decreasing from −3.28 to −9.97‰ and 87Sr/86Sr increasing from 0.70613 to 0.70670. According to spatial relations and petrographic observations, the relative enrichment of δ13C and depletion in 87Sr/86Sr ratios of Cal-I and Cal-II show primary isotopic characteristics inherited from initial carbonatitic magma. By contrast, the variable Sr and C isotopic compositions of Cal-III and Cal-IV are interpreted as the results of contamination by components derived from silicate wall rocks and loss of CO2 by decarbonation reactions. To model such contamination processes, Raleigh volatilization and Monte Carlo simulation have been invoked and the model results reveal that carbonatitic melt-wall rock interaction requires 40% radiogenic Sr contamination from silicate rocks and 35% CO2 degassing from carbonatitic melt. Moreover, positive correlations between decreasing δ13C values and increasing REE contents, together with bastnäsite-(Ce) precipitation, indicate further REE accumulation during the contamination processes. In summary, alongside REE-rich magma sources, the extent of fractional crystallization and contamination during carbonatitic magma evolution are inferred to be important mechanisms in terms of REE enrichment and mineralization in carbonatite-related REE deposits worldwide."
695,"Abstract Ion adsorption rare earth element (REE) deposits in southern China are the exclusive source of heavy REEs (HREEs) in the world, and this HREE‐enriched character of the deposits is inherited from the REE compositions of the underlying granitic rocks. Such HREE‐enriched rocks form from heavy fractionation of reduced granitic magmas. We explore why reduced granitic magmas are enriched in HREEs during the fractionation, based on the REE geochemistry of granitic rocks and abundance of REEs in their constituent minerals in the southwestern Japan arc of Cretaceous to Paleogene age. The compilation of the whole rock geochemistry and REE compositions of the granitic rocks of the Sanin (oxidized), Sanyo (reduced) and Ryoke (reduced) belts in the southwestern Japan arc indicates that: (i) light REEs (LREEs) decease with fractionation of the granitoids in the Sanin belt but this trend is not clear in the granitoids in the Sanyo belt and LREEs rather increase in the Ryoke granitoids; (ii) Eu decreases with fractionation in all the belts; and (iii) HREEs slightly, but steadily decrease in the Sanin belt but enrich significantly in the Sanyo and Ryoke belts with fractionation. Analytical results of REE concentrations by scanning electron microscope with energy dispersive X‐ray spectroscope and laser ablation‐inductively coupled plasma mass spectrometer in the constituent minerals in a granodiorite sample from the Sanin belt show a moderate concentration of REEs in hornblende (577 ppm) in addition to high concentrations in allanite (~20 %), britholite (~30 %), primary titanite (8922 ppm), apatite (4062 ppm), and zircon (1693 ppm). Because primary titanite and allanite are commonly present in the oxidized granitoids but not in the reduced ones, the REE depletion in the fractionated, oxidized granites is attributed to the crystallization of these minerals. In contrast, scarcity of these minerals in the reduced granitoids enriches REEs, in particular HREEs in the fractionated magmas, which finally precipitate REEs in the granites and pegmatites. Both positive, but different correlation ratios between the Nb and Dy concentrations in the granitoids of the Sanin and Sanyo‐Ryoke belts suggest that columbite–pyrochlore‐group and fergusonite‐group minerals are the major HREE host in the oxidized and reduced granites, respectively."
696,"Coal fly ash (CFA), hazardous to the environment and human health, has been considered to be a potential alternative source for rare earth elements (REEs) in recent years. However, information on how REEs distribute and occur in coal fly ash is still incomplete. In this work, particle size analysis, inductively coupled plasma–mass spectrometry, scanning electron microscopy, and electron probe microanalysis were applied to study the occurrence and distribution of REEs in a fly ash sample from the Qianxi coal-fired power plant in Guizhou province. The results show that the REEs content in the CFA was 630.51 ppm. Wet grinding-enhanced leaching experiments revealed that a part of the rare earth particles was encapsulated within the glass body. These rare earth particles could be liberated and released to a certain extent by wet grinding, which would increase the acid-leaching recovery of REEs from 23.49% to 41.68%. This study classifies the speciation of REEs in coal fly ash as (1) amorphous glassy particles with REE minerals or compounds encapsulated inside; (2) amorphous glassy particles with REEs distributed throughout; and (3) discrete REE minerals or compounds. The results of this study are a basis for developing an economically viable and environmentally sustainable technology for recovering REEs from CFA."
707,"This study focuses on concentrations and fractionation of rare earth elements (REE) in a variety of minerals and bulk materials of hydrothermal greisen and vein mineralization in Paleoproterozoic monzodiorite to granodiorite related to the intrusion of Mesoproterozoic alkali- and fluorine-rich granite. The greisen consists of coarse-grained quartz, muscovite, and fluorite, whereas the veins mainly contain quartz, calcite, epidote, chlorite, and fluorite in order of abundance. A temporal and thus genetic link between the granite and the greisen/veins is established via high spatial resolution in situ Rb-Sr dating, supported by several other isotopic signatures ( δ 34 S, 87 Sr/ 86 Sr, δ 18 O, and δ 13 C). Fluid-inclusion microthermometry reveals that multiple pulses of moderately to highly saline aqueous to carbonic solutions caused greisenization and vein formation at temperatures above 200–250°C and up to 430°C at the early hydrothermal stage in the veins. Low calculated ∑REE concentration for bulk vein (15 ppm) compared to greisen (75 ppm), country rocks (173–224 ppm), and the intruding granite (320 ppm) points to overall low REE levels in the hydrothermal fluids emanating from the granite. This is explained by efficient REE retention in the granite via incorporation in accessory phosphates, zircon, and fluorite and unfavorable conditions for REE partitioning in fluids at the magmatic and early hydrothermal stages. A noteworthy feature is substantial heavy REE (HREE) enrichment of calcite in the vein system, in contrast to the relatively flat patterns of greisen calcite. The REE fractionation of the vein calcite is explained mainly by fractional crystallization, where the initially precipitated epidote in the veins preferentially incorporates most of the light REE (LREE) pool, leaving a residual fluid enriched in the HREE from which calcite precipitated. Fluorite occurs throughout the system and displays decreasing REE concentrations from granite towards greisen and veins and different fractionation patterns among all these three materials. Taken together, these features confirm efficient REE retention in the early stages of the system and minor control of the REE uptake by mineral-specific partitioning. REE-fractionation patterns and fluid-inclusion data suggest that chloride complexation dominated REE transport during greisenization, whereas carbonate complexation contributed to the HREE enrichment in vein calcite."
708,"The Rare Earth Elements (REE) deposits and mineralization of Turkey can be divided into four types based on their geological setting and origin.First are deposits associated with carbonatitealkaline magmatic rocks, rich in Light Rare Earth Elements (LREE).The best known examples are the Kızılcaören (Eskişehir) and Kuluncak (Malatya) deposits with TREE grades of 2.9% and 0.7% respectively, and typical enrichment of La-Ce.Lower grade REE mineralization at Keban (0.05% TREE) and Divriği (0.13% TREE) is associated with abundant fl uorite and all four occurrences show similar ranges for homogenization temperatures and salinities for fl uid inclusions in fl uorite and REE profi les.The second type are Triassic shales and the bauxites formed from them in the Bolkardağı region.Enrichment of Heavy REE (HREE) is typical and TREE grades are about 0.15% in bauxites and its protolith.These occurrences are geochemically similar to ""ion adsorption type"" deposits associated with lateritic clay on the weathered granitic rocks of China.Third is the placer type, represented by the Çanaklı (Burdur) deposit which is enriched in U, Th and HREE and heavy minerals such as; magnetite, zircon and rutile and has an average grade of about 0.08% TREE.The fourth potential source of REE is phosphorites.These rocks host the world's largest resources elsewhere, however the Cretaceous Mazidag deposits in Turkey are very low grade (40ppm TREE) and clearly uneconomic.Consideration of the environmental and health issues associated with exploitation and processing of REE has identifi ed the more favorable outcomes associated with exploitation of the ion adsorption type of deposits and justifi cation for further evaluation of the resources and processing technologies that would enable exploitation of REE-enriched bauxites in"
